PharmGKB ID	Level	Variant	Gene	Molecules	Phenotype Categories	Phenotype	Pediatric
1447987227	3	rs11580409	ERICH3	citalopram; escitalopram	Efficacy	Depressive Disorder	false
1183614682	3	rs17135437	COL26A1	citalopram	Toxicity	Depressive Disorder, Major	false
1444700740	3	rs11628713	PAPLN	citalopram	Toxicity	Depressive Disorder, Major	false
1444705222	3	rs585719		citalopram	Efficacy	Depressive Disorder	false
1183617618	3	rs2235040	ABCB1	antidepressants; citalopram; fluvoxamine; paroxetine; sertraline; venlafaxine	Toxicity		false
1183614701	3	rs153549	REEP5	citalopram; fluoxetine; paroxetine; sertraline	Efficacy	Depressive Disorder, Major	false
1446906335	3	rs4825476	GRIA3	citalopram	Toxicity	Depression; suicide	false
1451407329	3	rs6313	HTR2A	citalopram	Toxicity	Depressive Disorder, Major; Sexual Dysfunctions, Psychological	false
1183614696	3	rs153560	REEP5	citalopram; fluoxetine; paroxetine; sertraline	Efficacy	Depressive Disorder, Major	false
1448112052	3	rs6296	HTR1B	citalopram	Toxicity	Anxiety Disorders; Depressive Disorder, Major	true
1444704763	3	rs1006737	CACNA1C	citalopram	Toxicity	Depressive Disorder, Major	false
655384568	3	rs1360780	FKBP5	antidepressants; citalopram; clomipramine; lithium; nefazodone; paroxetine; venlafaxine	Efficacy	Depression	false
1444666738	3	rs520210	NEDD4L	citalopram	Efficacy	Depression	false
1183619303	3	rs10280101	ABCB1	amitriptyline; citalopram; paroxetine; venlafaxine	Efficacy	Depression	false
637880425	3	rs7997012	HTR2A	citalopram	Efficacy	Depression; Depressive Disorder	false
1447987235	4	rs11947402	TSPAN5	citalopram; escitalopram	Other	Depressive Disorder	false
1451418220	3	CYP2D6*1; CYP2D6*4; CYP2D6*10	CYP2D6	citalopram	Metabolism/PK		false
1451407341	3	rs6311	HTR2A	citalopram	Toxicity	Depressive Disorder, Major; Sexual Dysfunctions, Psychological	false
1043858632	4	rs1800532	TPH1	antidepressants; citalopram; escitalopram; fluoxetine; paroxetine	Efficacy	Depressive Disorder, Major	false
1183629310	3	rs4148740	ABCB1	amitriptyline; citalopram; paroxetine; venlafaxine	Efficacy	Depressive Disorder, Major	false
655386852	3	rs1799889	SERPINE1	antidepressants; citalopram; fluoxetine	Efficacy	Depressive Disorder, Major	false
1183629305	3	rs4148739	ABCB1	amitriptyline; citalopram; fluoxetine; paroxetine; sertraline; venlafaxine	Efficacy	Depression; Depressive Disorder, Major	false
1183619322	3	rs2235040	ABCB1	amitriptyline; citalopram; paroxetine; venlafaxine	Efficacy	Depression	false
1444706794	3	rs4675690		citalopram	Toxicity	Depressive Disorder, Major	false
655386856	3	rs2227631	SERPINE1	antidepressants; citalopram; fluoxetine	Efficacy	Depressive Disorder, Major	false
1183619317	3	rs12720067	ABCB1	amitriptyline; citalopram; paroxetine; venlafaxine	Efficacy	Depression	false
1183619312	3	rs11983225	ABCB1	amitriptyline; citalopram; paroxetine; venlafaxine	Efficacy	Depression	false
1183689585	3	rs28401781	ABCB1	citalopram; fluoxetine; paroxetine; sertraline	Efficacy	Depressive Disorder, Major	false
