PharmGKB ID	Variant	Literature	Genes	Association	Significance	P-Value	# of Cases	# of Controls	Biogeographical Groups	Phenotype Categories	Pediatric	More Details	Molecules
1450931573	rs6311	PMID:30221791	HTR2A	Genotype CC is associated with increased likelihood of Nausea and Vomiting due to citalopram in people with Depressive Disorder, Major as compared to genotypes CT + TT.	yes	= 0.03	63		Unknown	Toxicity	false	The GG genotype was significantly more frequent in patients who experience citalopram-induced nausea and vomiting. This variant is referred to in the paper as the -1438 A/G SNP. Please note that alleles have been complemented to the positive strand.	citalopram
1184749202	rs1801252	PMID:18797399	ADRB1	Allele A is not associated with response to citalopram in people with Depressive Disorder, Major as compared to allele G.	no	> 0.05	730		European	Efficacy	false	No significant differences in the number of patients who were classified as nonresponders, responders or remitters were seen between either the genotypes (AA, AG, GG) or the alleles (A, G), in either European American or African American populations. Remitters achieved a Quick Inventory for Depression Scale, Change 16 Item version (QIDS-C16) score of <= 5 at the last treatment visit. Responders achieved at least a 50% reduction in baseline QIDS-C16 score at the last treatment visit. Nonresponders did not achieve even a 40% reduction in baseline QIDS-C16 score.	citalopram
1184749196	rs929493	PMID:18797399	SLC18A2	Allele C is not associated with response to citalopram in people with Depressive Disorder, Major as compared to allele T.	no	> 0.05	730		European	Efficacy	false	No significant differences in the number of patients who were classified as nonresponders, responders or remitters were seen between either the genotypes (CC, CT, TT) or the alleles (C, T), in either European American or African American populations. Remitters achieved a Quick Inventory for Depression Scale, Change 16 Item version (QIDS-C16) score of <= 5 at the last treatment visit. Responders achieved at least a 50% reduction in baseline QIDS-C16 score at the last treatment visit. Nonresponders did not achieve even a 40% reduction in baseline QIDS-C16 score.	citalopram
1449731960	rs1045642	PMID:29723928	ABCB1	Genotype AA is not associated with exposure to citalopram in healthy individuals as compared to genotypes AG + GG.	no	> 0.05	17		Unknown	Metabolism/PK	false	Please note that alleles have been complemented to the positive strand. Genotype at rs1045642 had no statistically significant association with AUC, Cmax, half-life, Tmax, Cl/F or Vd/F of citalopram.	citalopram
982023066	rs6318	PMID:23221997	HTR2C	Allele G is not associated with response when treated with citalopram in people with Depressive Disorder, Major as compared to allele C.	no	= 0.27	159		European	Efficacy	false		citalopram
981476245	rs7787082	PMID:18215618	ABCB1	Allele A is associated with increased likelihood of remission when treated with amitriptyline, citalopram, paroxetine or venlafaxine in people with Depression as compared to allele G.	yes	= 0.0046	257		European	Efficacy	false	Association was significant after correction for multiple testing at 4 weeks, but not so at 5 or 6 weeks.  It's not completely clear which allele was associated with remission or which sets of alleles/genotypes were compared.  I am entering the minor allele (in European populations) as the associated one.	amitriptyline; citalopram; paroxetine; venlafaxine
1183617434	CYP2D6*1; CYP2D6*4	PMCID:PMC2291379	CYP2D6	CYP2D6 *4/*4 is associated with decreased dose of citalopram, escitalopram, fluoxetine, fluvoxamine, paroxetine or sertraline in people with Depression as compared to CYP2D6 *1/*1.	yes	= 0.03	833		European	Dosage,Efficacy	false	(*4*4 vs. *1*1; this SNP was the only SNP assayed and this method could not detect *5.) SSRIs were grouped together for this analysis (32.5 % of patients were taking paroxetine; 13.4% fluvoxamine;11.6% fluoxetine; 7.3% sertraline;4.6% citalopram;0.1% escitalopram.  Mean SSRI dose was significantly lower at the 3rd  prescription (difference 0.17 DDD) but not significant for the following prescriptions.   Genotypes were not in Hardy-Weinberg equilibrium; frequency below is for a larger population that included patients treated with other antidepressants.	citalopram; escitalopram; fluoxetine; fluvoxamine; paroxetine; sertraline
1183619994	CYP2D6*1; CYP2D6*3; CYP2D6*4; CYP2D6*5; CYP2D6*6	PMCID:PMC2268970	CYP2D6	CYP2D6 *3 +*4 + *5 + *6 are not associated with differences in remission or tolerance when treated with citalopram in people with Depressive Disorder, Major as compared to CYP2D6 *1.	no		1046		Multiple groups	Efficacy,Toxicity	false	CYP2D6*5, *3, *4, *6, *7, *8, *9 were genotyped	citalopram
1183619732	CYP2C19*1; CYP2C19*2	PMID:16418702	CYP2C19	CYP2C19 *1/*2 is associated with increased median concentration/dose ratio and median parent drug/metabolite ratio when treated with citalopram or escitalopram in people with Depressive Disorder, Major as compared to CYP2C19 *1/*1.	yes	= 0.01	83		European	Metabolism/PK	false		citalopram; escitalopram
1183701655	CYP2D6 poor metabolizer	PMID:8835706	CYP2D6	CYP2D6 poor metabolizer is associated with increased ratio of desmethylCIT/N-didesmethylCIT plasma when treated with citalopram in people with Depressive Disorder, Major as compared to CYP2D6 normal metabolizer.	no		69		Unknown	Metabolism/PK	false	No statistics due to low sample number but there was a significant positive correlation between the metabolic ratio of dextromethorphan and the ratio DCIT/N-didesmethylCIT in plasma (p < 0.001). Three patients were poor metabolizers of dextromethorphan, with a metabolic ratio dextrorphan/dextromethorphan > 0.3.	citalopram
1184472450	SLC6A4 HTTLPR long form (L allele); SLC6A4 HTTLPR short form (S allele)	PMID:14624186	SLC6A4	SLC6A4 HTTLPR long form (L allele) is not associated with response to citalopram in people with Depressive Disorder, Major as compared to SLC6A4 HTTLPR short form (S allele).	no	= 0.68	130		Unknown	Efficacy	false	Citalopram treatment: mean initial dose: 26.4; range:20-40 mg/day. Genotyped using PCR and length determination via gel.  Clinical response to citalopram at 4th week, 89 patients (68%) were classified as Responders (Rp) and 42 (32%) as Non Responders (N-Rp). Genotype distribution for the 5-HTTLPR polymorphism showed no significant differences between both groups ([chi]2 = 0.77, P = 0.68). No significant differences between both subgroups of patients in the distribution of homozygous S/S versus allele L carriers were found either ([chi]2 = 0.03, P = 0.87).	citalopram
1184483970	SLC6A4 HTTLPR long form (L allele); SLC6A4 HTTLPR short form (S allele)	PMID:20640435	SLC6A4	SLC6A4 HTTLPR long form (L allele)/HTTLPR long form (L allele) is associated with increased likelihood of remission when treated with citalopram, fluoxetine or paroxetine in people with Depressive Disorder, Major as compared to SLC6A4 HTTLPR short form (S allele).	yes	= 0.04	85		European	Efficacy	false	Treatment outcome was assessed with the MADRS scale.	citalopram; fluoxetine; paroxetine
1184749190	rs363343	PMID:18797399	SLC18A2	Allele A is not associated with response to citalopram in people with Depressive Disorder, Major as compared to allele C.	no	> 0.05	730		European	Efficacy	false	No significant differences in the number of patients who were classified as nonresponders, responders or remitters were seen between either the genotypes (AA, AC, CC) or the alleles (A, C), in either European American or African American populations. Remitters achieved a Quick Inventory for Depression Scale, Change 16 Item version (QIDS-C16) score of <= 5 at the last treatment visit. Responders achieved at least a 50% reduction in baseline QIDS-C16 score at the last treatment visit. Nonresponders did not achieve even a 40% reduction in baseline QIDS-C16 score.	citalopram
1447979349	rs11580409	PMCID:PMC5003027	ERICH3	Allele A is associated with increased response to citalopram and escitalopram in people with Depressive Disorder as compared to allele C.	yes	= 0.022	865		Unknown	Efficacy	false	This is one of SNP in a cluster (rs11580409 and rs11210490 and rs696692) that showed some association with plasma serotonin concentrations and was suspected to be associated with SSRI clinical response. When tested in the PGRN-AMPS GWAS and in two independent SSRI response GWAS (STAR*D and ISPC) rs11580409 in ERICH3 was associated with response at 4 weeks in the ISPC population and response at 6 weeks in the STAR*D population but not associated with response in the PGRN-AMPS cohort. Baseline plasma serotonin concentrations before SSRI therapy, as well as changes in serotonin were used as a biomarker for response to SSRIs and GWAS was done w/respect to changes in plasma serotonin concentration.	citalopram; escitalopram
982023060	rs6311	PMID:23221997	HTR2A	Allele T is not associated with response when treated with citalopram in people with Depressive Disorder, Major as compared to allele C.	no	= 0.25	159		European	Efficacy	false		citalopram
1184749184	rs363390	PMID:18797399	SLC18A2	Allele C is not associated with response to citalopram in people with Depressive Disorder, Major as compared to allele G.	no	> 0.05	730		European	Efficacy	false	No significant differences in the number of patients who were classified as nonresponders, responders or remitters were seen between either the genotypes (CC, CG, GG) or the alleles (C, G), in either European American or African American populations. Remitters achieved a Quick Inventory for Depression Scale, Change 16 Item version (QIDS-C16) score of <= 5 at the last treatment visit. Responders achieved at least a 50% reduction in baseline QIDS-C16 score at the last treatment visit. Nonresponders did not achieve even a 40% reduction in baseline QIDS-C16 score.	citalopram
1184169142	CYP2D6*1; CYP2D6*3; CYP2D6*4; CYP2D6*5; CYP2D6*10; CYP2D6*17; CYP2D6*41	PMID:23545896	CYP2D6	CYP2D6 *1/*1 + *1/*10 + *1/*17 + *1/*3 + *1/*4 + *1/*41 + *1/*5 is not associated with treatment response when treated with citalopram, clomipramine, duloxetine, escitalopram, fluoxetine, fluvoxamine, mirtazapine, paroxetine, sertraline or venlafaxine in people with Obsessive-Compulsive Disorder as compared to CYP2D6 *10/*10 + *10/*41 + *3/*4 + *3/*41 + *4/*10 + *4/*4.	no	= 0.743	184		Multiple groups, predominantly European ancestry (90.2%)	Efficacy	false	The association is for impact of CYP2D6 (P=0.743) or CYP2C19 (P=0.939) on overall response (defined see below). Patients had undergone one or more trials of serotonin reuptake inhibitors (including fluoxetine, sertraline, fluvoxamine, paroxetine, citalopram or escitalopram), venlafaxine, mirtazapine, duloxetine or clomipramine. articipants had multiple trials of medications, individuals were defined as an overall responder (that is, to medications in general) if they reported response to greater than or equal to50% of all drug trials recalled. Correspondingly, patients who reported benefits from <50% of medications tried were deemed overall nonresponders.	citalopram; clomipramine; duloxetine; escitalopram; fluoxetine; fluvoxamine; mirtazapine; paroxetine; sertraline; venlafaxine
1183921586	CYP2D6*1; CYP2D6*1xN; CYP2D6*2	PMID:22775532	CYP2D6	CYP2D6 *1/*1xN + *1xN/*2 (assigned as ultrarapid metabolizer phenotype phenotype) is not associated with differences in treatment response when treated with citalopram, fluoxetine, fluvoxamine, paroxetine or sertraline in people with Obsessive-Compulsive Disorder as compared to CYP2D6 normal metabolizer.	no	> 0.05	39		Unknown	Efficacy	false	CYP2D6 metabolizer status had no significant effect on clinical response (p>0.05).32 patients were CYP2D6 EMs, 2 were UMs, 4 were IMs, and 1 patient was a PM. Exploratory association analysis of response to all 108 drug trials found a significant effect of CYP2D6 metabolizer status on response (Fisher's exact test: p=0.021) when comparing the patients with reduced CYP2D6 activity (IMs and PMs) to EMs or UMs, but no information regarding the direction of the association is given. AmpliChip CYP450 test, which detects up to 33 alleles, including 7 duplications in the CYP2D6 and 3 alleles in the CYP2C19 gene. PM, IM, EM, or UM status for CYP2D6 and PM or EM status for CYP2C19 using phenotyping software available with the AmpliChip CYP450 test.	citalopram; fluoxetine; fluvoxamine; paroxetine; sertraline
1183848115	rs1065852	PMCID:PMC4137829	CYP2D6	Allele A is associated with plasma concentration of S-didesmethyl-citalopram when treated with citalopram or escitalopram in people with Depressive Disorder, Major as compared to allele G.	yes	= 2.0E-16	435		European	Other	false	direction of the association was not given, p = 2.0E-16	citalopram; escitalopram
1449717838	CYP2C19 poor metabolizer phenotype	PMID:30135031	CYP2C19	CYP2C19 poor metabolizer phenotype is not associated with risk of adverse events due to citalopram or escitalopram in people with as compared to CYP2C19 normal metabolizer phenotype.	no		4135		European	Toxicity	false	There was no significant difference in total side effects burden across multiple timepoints between normal metabolizers and poor metabolizers. Metabolizer phenotypes were assigned based on genotyping for the *1, *2 and *17 alleles.	citalopram; escitalopram
1451351720	rs6313	PMID:27324805	HTR2A	Allele A is not associated with Drug Toxicity when treated with citalopram in children with Anxiety Disorders or Depressive Disorder, Major as compared to allele G.	no		87		Near Eastern	Toxicity	true		citalopram
981476266	rs4148739	PMID:18215618	ABCB1	Allele C is associated with increased likelihood of remission when treated with amitriptyline, citalopram, paroxetine or venlafaxine in people with Depression as compared to allele T.	yes	= 0.0029	261		European	Efficacy	false	Association was significant after correction for multiple testing at 4 weeks, but not so at 5 or 6 weeks.  It's not completely clear which allele was associated with remission or which sets of alleles/genotypes were compared.  I am entering the minor allele (in European populations) as the associated one.	amitriptyline; citalopram; paroxetine; venlafaxine
1447979364	rs11947402	PMCID:PMC5003027	TSPAN5	Allele G is not associated with response to citalopram and escitalopram in people with Depressive Disorder as compared to allele A.	no	= 0.2195	306		European	Efficacy	false	This is one of SNP showed some association with plasma serotonin concentrations and was suspected to be associated with SSRI clinical response. When tested in the PGRN-AMPS GWAS and in two independent SSRI response GWAS (STAR*D and ISPC) it was not associated with response in any cohort.	citalopram; escitalopram
982023075	rs6318	PMID:23221997	HTR2C	Allele G is not associated with remission rates when treated with citalopram in people with Depressive Disorder, Major as compared to allele C.	no	= 0.27	159		European	Efficacy	false		citalopram
655385916	rs2032583	PMID:18215618	ABCB1	Genotypes AG + GG are associated with increased likelihood of remission when treated with amitriptyline, citalopram, paroxetine or venlafaxine in people with Depression as compared to genotype AA.	yes	= 0.0062	359		European	Efficacy	false	Association was significant after correction for multiple testing at 4 weeks but not at 5 or at 6 weeks.	amitriptyline; citalopram; paroxetine; venlafaxine
1449717828	CYP2C19 poor metabolizer phenotype	PMID:30135031	CYP2C19	CYP2C19 poor metabolizer phenotype is associated with increased response to citalopram or escitalopram in people with Depressive Disorder, Major as compared to CYP2C19 normal metabolizer phenotype.	yes	= 0.00025	4135		European	Efficacy	false	CYP2C19 poor metabolizers had higher symptom improvement scores and higher remission rates compared to normal metabolizers. Metabolizer phenotypes were assigned based on genotyping for the *1, *2 and *17 alleles.	citalopram; escitalopram
1184512692	SLC6A4 HTTLPR long form (L allele); SLC6A4 HTTLPR short form (S allele)	PMID:19468717	SLC6A4	SLC6A4 HTTLPR long form (L allele)/HTTLPR long form (L allele) is associated with increased response to citalopram, fluoxetine or paroxetine in people with Depressive Disorder, Major as compared to SLC6A4 HTTLPR short form (S allele).	yes	= 0.032	362		East Asian	Efficacy	false	"For 5-HTTLPR genotyping, the homozygotes were designated as L/L (528 bp, 16
copies) or S/S (484 bp, 14 copies), and the heterozygotes designated as L/S."	citalopram; fluoxetine; paroxetine
1448112254	CYP2D6*1; CYP2D6*2; CYP2D6*10; CYP2D6*87; CYP2D6*88; CYP2D6*89; CYP2D6*90; CYP2D6*91; CYP2D6*93; CYP2D6*98	PMID:27016952	CYP2D6	CYP2D6 *2 + *10 + *87 + *88 + *89 + *90 + *91 + *93 + *98 are associated with decreased clearance of citalopram as compared to CYP2D6 *1.	yes	< 0.01			Unknown	Metabolism/PK	false	Variants were introduced into CYP2D6 cDNA and expressed in insect cells. The variants showed a reduced intrinsic clearance for both demethylation and oxidation of citalopram compared to *1. Note, most constructs are only including a single variant even though the star alleles are defined by a combination of variants, e.g. *87, *94, *95 are missing the 100C>T P34S variant in the construct used for the in-vitro assay and *91 is missing the 2989G>A (splicing defect) variant.	citalopram
1450931541	rs6313	PMID:30221791	HTR2A	Allele G is not associated with likelihood of Nausea and Vomiting due to citalopram and sertraline in people with Depressive Disorder, Major as compared to allele A.	no	= 0.13	65		Unknown	Toxicity	false	This variant is referred to in the paper as the 102 T/C SNP. Please note that alleles have been complemented to the positive strand.	citalopram; sertraline
981476274	rs11983225	PMID:18215618	ABCB1	Allele C is associated with increased likelihood of remission when treated with amitriptyline, citalopram, paroxetine or venlafaxine in people with Depression as compared to allele T.	yes	= 0.0034	257		European	Efficacy	false	Association was significant after correction for multiple testing at 4 weeks, but not so at 5 or 6 weeks.  It's not completely clear which allele was associated with remission or which sets of alleles/genotypes were compared.  I am entering the minor allele (in European populations) as the associated one.	amitriptyline; citalopram; paroxetine; venlafaxine
1183634361	rs56294817	PMID:19481584	HES6	Allele A is not associated with response to citalopram, fluoxetine or paroxetine in people with Depressive Disorder, Major as compared to allele C.	no	> 0.05	278		Unknown	Efficacy	false		citalopram; fluoxetine; paroxetine
637880371	rs7997012	PMCID:PMC1474035	HTR2A	Genotype AA is associated with increased likelihood of response when treated with citalopram in people with Depression as compared to genotype GG.	yes	= 2.0E-6	1329		Multiple groups	Efficacy	false		citalopram
769169379	rs2518224	PMID:17898344	GRIK2	Genotype CC is associated with increased risk of treatment-emergent suicidal ideation when treated with citalopram in people with Depression.	yes	< 0.003	1862		Multiple groups	Toxicity	false	In combination with the G risk allele at rs4825476 in GRIA3: OR=14.98 (3.7-60.674), and likelihood ratio test; chi squared = 12.3, p=0.0004.	citalopram
637880382	rs7997012	PMCID:PMC2896826	HTR2A	Allele A is associated with increased likelihood of response when treated with citalopram in people with Depression as compared to allele G.	yes	= 2.0E-4	1953		Multiple groups, 78% Caucasian	Efficacy	false		citalopram
1183634353	rs1374385	PMID:19481584	HES6	Allele C is not associated with response to citalopram, fluoxetine or paroxetine in people with Depressive Disorder, Major as compared to allele G.	no	> 0.05	278		Unknown	Efficacy	false		citalopram; fluoxetine; paroxetine
1183848110	rs1074145	PMCID:PMC4137829		Allele A is associated with concentrations of S-citalopram and metabolic ratio of of S-desmethylcitalopram/citalopram when treated with citalopram or escitalopram in people with Depressive Disorder, Major as compared to allele G.	yes	< 0.05	435		European	Other	false	no direction are giving for the association; p = 4.1E-09 for drug concentration and p = 2.0E-16 for metabolic ratio	citalopram; escitalopram
769169383	rs4825476	PMID:17898344	GRIA3	Allele G is associated with increased risk of treatment-emergent suicidal ideation when treated with citalopram in people with Depression.	yes	< 0.01	1862		Multiple groups	Toxicity	false	In combination with the CC risk genotype at rs2518224 in GRIK2: OR=14.98 (3.7-60.674), and likelihood ratio test; chi squared = 12.3, p=0.0004.	citalopram
1183847599	rs11628713	PMCID:PMC2819190	PAPLN	Allele T is associated with increased risk of suicidal ideation when treated with citalopram in people with Depressive Disorder, Major as compared to allele C.	yes	= 0.01	90	90	European	Toxicity	false	P = 6.2×10-7, odds ratio (OR) = 4.9, permutation P = 0.01	citalopram
1184484056	SLC6A4 HTTLPR long form (L allele); SLC6A4 HTTLPR short form (S allele)	PMCID:PMC4358736	SLC6A4	SLC6A4 HTTLPR long form (L allele)/HTTLPR long form (L allele) is not associated with increased likelihood of remission when treated with citalopram in people with Depressive Disorder, Major as compared to SLC6A4 HTTLPR short form (S allele).	no	= 0.1	221		European	Efficacy	false	16-item Quick Inventory of Depressive Symptomatology-Clinician Rating (QIDS-CR16)	citalopram
1184513755	rs12054895	PMID:23377640		Allele T is associated with increased improvement over the first 2 weeks when treated with citalopram or escitalopram in people with Depressive Disorder, Major as compared to allele G.	no	= 0.0000000265	1354		European	Efficacy	false	Association was only with early improvement but not with outcome of early partial response (defined as a 25% improvement on the HAM-D (or equivalent rating on the MADRS or the clinician-rated QIDS)) at 2 weeks. Association was found in a meta-analysis of 980 participants from the STAR*D study and 374 (out of 672) participants from the GENDEP study, that were treated with an SSRI (citalopram or escitalopram) but not in a meta-analysis for STAR*D, GENDEP and MARS.	citalopram; escitalopram
981476290	rs10248420	PMID:18215618	ABCB1	Allele G is associated with increased likelihood of remission when treated with amitriptyline, citalopram, paroxetine or venlafaxine in people with Depression as compared to allele A.	yes	= 0.0095	256		European	Efficacy	false	Association was significant after correction for multiple testing at 4 weeks, but not so at 5 or 6 weeks.  It's not completely clear which allele was associated with remission or which sets of alleles/genotypes were compared.  I am entering the minor allele (in European populations) as the associated one.	amitriptyline; citalopram; paroxetine; venlafaxine
1451254722	SLC6A4 HTTLPR long form (L allele); SLC6A4 HTTLPR short form (S allele)	PMID:19468717	SLC6A4	SLC6A4 HTTLPR long form (L allele) is not associated with response to citalopram, fluoxetine or paroxetine in people with Depressive Disorder, Major as compared to SLC6A4 HTTLPR short form (S allele).	no	= 0.617	362		East Asian	Efficacy	false		citalopram; fluoxetine; paroxetine
1184169426	CYP2C19*1; CYP2C19*2; CYP2C19*3; CYP2C19*17	PMID:23545896	CYP2C19	CYP2C19 *1/*1 + *1/*17 + *2/*17 is not associated with treatment response when treated with citalopram, clomipramine, duloxetine, escitalopram, fluoxetine, fluvoxamine, mirtazapine, paroxetine, sertraline or venlafaxine in people with Obsessive-Compulsive Disorder as compared to CYP2C19 *1/*2 + *1/*3 + *2/*2 + *2/*3.	no	= 0.939	184		Multiple groups, predominantly European ancestry (90.2%)	Efficacy	false	The association is for impact of CYP2D6 (P=0.743) or CYP2C19 (P=0.939) on overall response (defined see below). A nonsignificant trend for association of predicted CYP2C19 metabolizer status with treatment response to sertraline (P=0.064) was found but the direction of the association was not reported. Patients had undergone one or more trials of serotonin reuptake inhibitors (including fluoxetine, sertraline, fluvoxamine, paroxetine, citalopram or escitalopram), venlafaxine, mirtazapine, duloxetine or clomipramine. articipants had multiple trials of medications, individuals were defined as an overall responder (that is, to medications in general) if they reported response to greater than or equal to50% of all drug trials recalled. Correspondingly, patients who reported benefits from <50% of medications tried were deemed overall nonresponders.	citalopram; clomipramine; duloxetine; escitalopram; fluoxetine; fluvoxamine; mirtazapine; paroxetine; sertraline; venlafaxine
1448631838	CYP2C19 normal metabolizer genotype	PMID:28470107	CYP2C19	CYP2C19 normal metabolizer genotype is not associated with likelihood of aggression when treated with citalopram, escitalopram, fluoxetine, fluvoxamine, paroxetine and Selective serotonin reuptake inhibitors in people with Anxiety Disorders and Depression.	no		18	99	Unknown	Toxicity	false	"genotypes were not significantly different between cases (aggression while on SSRIs) and heathy blood donor controls. But authors state ""However, these numbers are too small to draw any conclusion."""	citalopram; escitalopram; fluoxetine; fluvoxamine; paroxetine; Selective serotonin reuptake inhibitors
827807760	rs4713916	PMCID:PMC2587308	FKBP5	Allele A is associated with increased likelihood of remission when treated with citalopram in people with Depressive Disorder, Major as compared to allele G.	yes	= 0.013	1446	934	Multiple groups, Non hispanic white and black	Efficacy	false		citalopram
981476298	rs2235040	PMID:18215618	ABCB1	Allele T is associated with increased likelihood of remission when treated with amitriptyline, citalopram, paroxetine or venlafaxine in people with Depression as compared to allele C.	yes	= 6.6E-4	269		European	Efficacy	false	Association was significant after correction for multiple testing at 4 weeks, but not so at 5 or 6 weeks.  It's not completely clear which allele was associated with remission or which sets of alleles/genotypes were compared.  I am entering the minor allele (in European populations) as the associated one.	amitriptyline; citalopram; paroxetine; venlafaxine
